,,mean,mean,std,std
,,acc,loss,acc,loss
sonar,sigmoid,0.814220889717,0.436018802785,0.0666166095238,0.0675829733054
spambase,None,0.940620203946,0.655395907759,0.00678182394325,0.00500215671298
spambase,beta,0.941033507837,0.215562964521,0.00680542761344,0.0230582831589
spambase,beta_ab,0.940207089092,0.211500523417,0.00713246456558,0.0254317014146
spambase,beta_am,0.940990124043,0.216614321535,0.00685229648563,0.0232150131894
spambase,isotonic,0.941012123124,0.181034960879,0.00716207946686,0.023894738432
spambase,sigmoid,0.940990124043,0.216517118704,0.00685229648563,0.0231819480431
tic-tac,None,0.917136932697,0.688738083284,0.0220378625456,0.000157641160991
tic-tac,beta,0.948137461682,0.16841577986,0.0164978531579,0.0318101065038
tic-tac,beta_ab,0.917136932697,0.194239999616,0.0220378625456,0.0344698401727
tic-tac,beta_am,0.948242173724,0.168238245221,0.016545113208,0.0319640465713
tic-tac,isotonic,0.947300844795,0.170710431143,0.0192603149597,0.0690516993923
tic-tac,sigmoid,0.948242173724,0.168971512532,0.0164773509766,0.0313874986004
vehicle,None,0.975051029764,0.599508522543,0.010889763434,0.00678275025673
vehicle,beta,0.974346515552,0.0874320419107,0.0105019200659,0.0205357592274
vehicle,beta_ab,0.975051029764,0.0849834242087,0.010889763434,0.0212309221482
vehicle,beta_am,0.974348604107,0.0879575906204,0.0107660418408,0.0206614809231
vehicle,isotonic,0.974221972999,0.130499263802,0.0110561772193,0.116567756873
vehicle,sigmoid,0.974348604107,0.0878623253231,0.0107660418408,0.0206137027379
vowel,None,0.978080808081,0.452028336471,0.00857402752345,0.0146591005378
vowel,beta,0.979191919192,0.0705177905391,0.00845357490094,0.0183951247567
vowel,beta_ab,0.978080808081,0.0700583682033,0.00857402752345,0.017727681316
vowel,beta_am,0.97898989899,0.071089691163,0.00818577466302,0.018535524477
vowel,isotonic,0.97898989899,0.110511868681,0.00879875972261,0.0915573217081
vowel,sigmoid,0.979090909091,0.0709164595347,0.00822700669212,0.0185228621073
waveform-5000,None,0.88366044562,0.671442183782,0.00834836306342,0.00549818795635
waveform-5000,beta,0.883540565741,0.29502765453,0.007948260046,0.0228722234979
waveform-5000,beta_ab,0.88018004214,0.296769133348,0.0170551108484,0.0311179787062
waveform-5000,beta_am,0.883580565741,0.295670519741,0.00792463063319,0.0231754294624
waveform-5000,isotonic,0.88342046568,0.289051466382,0.00724858601745,0.0380175842272
waveform-5000,sigmoid,0.883560545721,0.295735483185,0.00795344559969,0.023071216502
wdbc,None,0.968695652174,0.48935946498,0.0182705782745,0.0267566568999
wdbc,beta,0.965894574836,0.110179223818,0.0188316529161,0.0277878835846
wdbc,beta_ab,0.968695652174,0.106272725465,0.0182705782745,0.0290662085195
wdbc,beta_am,0.96641323586,0.112908218514,0.0184279167297,0.0272873329978
wdbc,isotonic,0.965000384763,0.135135805872,0.0208772852892,0.117300620604
wdbc,sigmoid,0.966410157753,0.111916227415,0.018767479713,0.0274237980719
wpbc,None,0.752010121457,0.641166084402,0.0457944096455,0.00996199669107
wpbc,beta,0.764980431849,0.507048145153,0.0235294017301,0.0377328654878
wpbc,beta_ab,0.750457489879,0.530954279191,0.0429419335683,0.0482967264807
wpbc,beta_am,0.764493927126,0.50759920638,0.0234570216403,0.0371263683213
wpbc,isotonic,0.760309716599,0.52324896253,0.0401641019714,0.148760204581
wpbc,sigmoid,0.765020242915,0.507457500883,0.0231166839044,0.0372674676268
yeast,None,0.728073216982,0.674572951561,0.0241424315565,0.00188974171508
yeast,beta,0.691647786604,0.547047824563,0.00611167222027,0.0127441869122
yeast,beta_ab,0.7278718747,0.558477263752,0.0239830092099,0.0175466194959
yeast,beta_am,0.691645738915,0.547255692078,0.00618183457346,0.0126331099812
yeast,isotonic,0.721279614417,0.543803578755,0.0174926481694,0.0572534084945
yeast,sigmoid,0.691645738915,0.54725727597,0.00618183457346,0.012600281197
zoo,None,1.0,2.22044604925e-16,0.0,0.0
zoo,beta,1.0,0.00870927174257,0.0,0.0135080167224
zoo,beta_ab,1.0,0.0087097317539,0.0,0.013508640233
zoo,beta_am,1.0,0.00871125611175,0.0,0.0135091306333
zoo,isotonic,1.0,0.00869660877604,0.0,0.0135092608456
zoo,sigmoid,1.0,0.00870909861073,0.0,0.0135076542
